Address,info_a,info_b,price,size
"Pärnunkatu 8 A, Ramsinniemi, Helsinki","
				Rivitalo, 2012
			","
				3h+k+s
			","
398 000 €


","

398 000 €




86 m²



"
"Korppaanmäentie 16 D, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1992
			","
				2h+k
			","
235 000 €


","

235 000 €




56 m²



"
"Helsinginkatu 34 C, Kallio, Helsinki","
				Kerrostalo, 2008
			","
				3h, k, kph, s, p
			","
485 000 €


","

485 000 €




79,5 m²



"
"Helsinginkatu 4 a, Kallio, Helsinki","
				Kerrostalo, 1937
			","
				2h+avok+kph
			","
225 000 €


","

225 000 €




35 m²



"
"Kiskontie 20, Ruskeasuo, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, kph, vh, lasitettu parveke
			","
299 000 €


","

299 000 €




51 m²



"
"Kalasatamankatu 36 A 13, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt
			","
405 000 €


","

405 000 €




65,5 m²



"
"Humikkalantie 101, Mellunkylä, Helsinki","
				Kerrostalo, 1984
			","
				3k+k+kph+vh+lasit.parveke
			","
165 000 €


","

165 000 €




72,5 m²



"
"Tykistönkatu 9, Töölö, Helsinki","
				Kerrostalo, 1936
			","
				2h, kk, kph
			","
428 000 €


","

428 000 €




52 m²



"
"Porttikuja 6 C, Kontula, Helsinki","
				Kerrostalo, 1965
			","
				3h+k+las.parveke
			","
155 000 €


","

155 000 €




70 m²



"
"Merikannontie 5 B 91, Töölö, Helsinki","
				Kerrostalo, 2022
			","
				2h+k+lasitettu parveke
			","
896 000 €


","

896 000 €




69 m²



"
"Heikkiläntie 1 A, Lauttasaari, Helsinki","
				Kerrostalo, 2013
			","
				2h, avok, sauna, kph, lasitettu parveke
			","
398 000 €


","

398 000 €




59 m²



"
"Strömbergintie 4 C, Pitäjänmäki, Helsinki","
				Kerrostalo, 2021
			","
				3h, k, kph, lasit.p 
			","
435 000 €


","

435 000 €




71,5 m²



"
"Puunkaatajantie 29, Heikinlaakso, Helsinki","
				Kerrostalo, 1980
			","
				3h+k+kph+s+las.parvke
			","
108 000 €


","

108 000 €




74,5 m²



"
"Korkeavuorenkatu 13 A, Ullanlinna, Helsinki","
				Kerrostalo, 1936
			","
				2h+k+erillinen wc
			","
525 000 €


","

525 000 €




63 m²



"
"Urkupillintie 7 K, Kannelmäki, Helsinki","
				Kerrostalo, 1977
			","
				2 h, k, kph, vh, p (yj 2 h+k)
			","
129 000 €


","

129 000 €




54,5 m²



"
"Pelimannintie 18-20 A, Kannelmäki, Helsinki","
				Kerrostalo, 1974
			","
				2 h, k, kh/wc, p (Yj. 2h+k)
			","
85 000 €


","

85 000 €




55 m²



"
"Hiihtomäentie 16 B, Herttoniemi, Helsinki","
				Kerrostalo, 1956
			","
				2h+k+kph+vh+lasitettu parveke
			","
268 000 €


","

268 000 €




49,5 m²



"
"Laivalahdenkaari 26 B, Herttoniemenranta, Helsinki","
				Kerrostalo, 1999
			","
				3h+k+kph+erill.wc+lasitp
			","
412 000 €


","

412 000 €




78 m²



"
"Savilankatu 1b A, Töölö, Helsinki","
				Kerrostalo, 1938
			","
				Olohuone, työtila, mh, k, kph
			","
380 000 €


","

380 000 €




53 m²



"
"Ryytimaantie 21, Haaga, Helsinki","
				Kerrostalo, 1961
			","
				3h, k, kph, vh, parveke
			","
342 000 €


","

342 000 €




65 m²



"
"Peräsintie 18 C, Vuosaari, Helsinki","
				Rivitalo, 1990
			","
				3h, avok, kph, sauna, vh, erill.wc, ulkovarasto ja iso piha-alue
			","
345 000 €


","

345 000 €




81 m²



"
"Inkoonkatu 3 A, Alppila, Helsinki","
				Kerrostalo, 1969
			","
				2h+k+kph+työtila+parveke (yhtiöjärjestyksen mukaan 2 h+k+kh+parv.)
			","
329 000 €


","

329 000 €




58,5 m²



"
"Wallininkuja 1 A, Kallio, Helsinki","
				Kerrostalo, 1956
			","
				2h+k+kph+parveke
			","
339 000 €


","

339 000 €




57 m²



"
"Hämeentie 95 A, Hermanni, Helsinki","
				Kerrostalo, 1954
			","
				2h, k, kh
			","
259 000 €


","

259 000 €




52,5 m²



"
"Teollisuuskatu 24 A, Vallila, Helsinki","
				Kerrostalo, 2016
			","
				2h + avok + s + p
			","
309 000 €


","

309 000 €




46 m²



"
"Arabiankatu 6 B, Arabianranta, Helsinki","
				Kerrostalo, 2015
			","
				3h, avok., kph, s, erillis wc, eteinen, lasitettu  parveke
			","
610 000 €


","

610 000 €




87 m²



"
"Alakiventie 7, Myllypuro, Helsinki","
				Kerrostalo, 1977
			","
				2h, kk
			","
146 000 €


","

146 000 €




49 m²



"
"Saunalahdentie 13 B, Munkkiniemi, Helsinki","
				Kerrostalo, 1962
			","
				3h, k, kph, las.p
			","
549 000 €


","

549 000 €




67 m²



"
"Taivaanvuohentie 12 A, Lauttasaari, Helsinki","
				Kerrostalo, 1952
			","
				2h+k+kph+p
			","
374 000 €


","

374 000 €




54 m²



"
"Alankotie 10 A, Puistola, Helsinki","
				Rivitalo, 1985
			","
				3h+k+kph+s+vh/var+erill.wc x 2+piha+autokatospaikka
			","
319 000 €


","

319 000 €




90 m²



"
"Sörnäistenlaituri 3 G, Kalasatama, Helsinki","
				Kerrostalo, 2013
			","
				2h+k+s
			","
468 000 €


","

468 000 €




54 m²



"
"Taivaanvuohentie 7 A, Lauttasaari, Helsinki","
				Kerrostalo, 1955
			","
				3h+k+kph+parveke (yhtiöjärjestyksen mukaan 3h+k)
			","
498 000 €


","

498 000 €




76,5 m²



"
"Bulevardi 52 A, Punavuori, Helsinki","
				Kerrostalo, 2002
			","
				2h, avok, vh, kph, s, las parv.
			","
680 000 €


","

680 000 €




81,5 m²



"
"Niittaajankatu 4, Herttoniemi, Helsinki","
				Kerrostalo, 2008
			","
				2h + k+ s + p
			","
338 000 €


","

338 000 €




53,5 m²



"
"Kimmontie 3 B, Käpylä, Helsinki","
				Kerrostalo, 1954
			","
				2h+k+2*vh+kph+pke
			","
272 500 €


","

272 500 €




51,5 m²



"
"Tankomäenkatu 4 A 18, Vartioharju, Helsinki","
				Kerrostalo
			","
				2h + kk 
			","
31 198 €


","

31 198 €




43,5 m²



"
"Arabiankatu 3 B, Arabianranta, Helsinki","
				Kerrostalo, 2001
			","
				3h+k+s+erill.wc+las.parv.
			","
445 000 €


","

445 000 €




73,5 m²



"
"Melojantie 2 B, Lauttasaari, Helsinki","
				Kerrostalo, 1966
			","
				3h, k, kph/wc, lasitettu parveke
			","
449 000 €


","

449 000 €




74 m²



"
"Pelimannintie 24 K, Kannelmäki, Helsinki","
				Kerrostalo, 1973
			","
				3h, k
			","
169 500 €


","

169 500 €




74,5 m²



"
"Sturenkatu 37-41 C, Vallila, Helsinki","
				Kerrostalo, 1923
			","
				2-3 h, avokeittiö, erillinen wc, kph/wc ja sauna (yhtiöjärjestyksen mukaan 4 h)
			","
448 000 €


				Hoitovastike 472,7 €/kk
			
","

448 000 €


				Hoitovastike 472,7 €/kk
			


81,5 m²

				5 496,9 €/m²
			


4/4

				Kerros
			

"
"Pohjoisranta 16 C, Kruununhaka, Helsinki","
				Kerrostalo, 1926
			","
				2 h, avokeittiö, halli, kph ja erillinen wc
			","
535 000 €


				Hoitovastike 393,3 €/kk
			
","

535 000 €


				Hoitovastike 393,3 €/kk
			


71,5 m²

				7 482,5 €/m²
			


4/4

				Kerros
			

"
"Melkonkatu 9 B, Lauttasaari, Helsinki","
				Kerrostalo, 2007
			","
				3 h, avokeittiö, kph, sauna, erillinen wc ja terassiparveke
			","
518 000 €


				Hoitovastike 355,2 €/kk
			
","

518 000 €


				Hoitovastike 355,2 €/kk
			


74 m²

				7 000 €/m²
			


4/7

				Kerros
			

"
"Oikokatu 5 E, Kruununhaka, Helsinki","
				Kerrostalo, 1911
			","
				3 h, avokeittiö, kph/wc ja vaatehuone/varasto
			","
586 000 €


				Hoitovastike 384,2 €/kk
			
","

586 000 €


				Hoitovastike 384,2 €/kk
			


73,5 m²

				7 972,8 €/m²
			


4/7

				Kerros
			

"
"Nahkahousuntie 1 B, Lauttasaari, Helsinki","
				Kerrostalo, 2014
			","
				3 h, avokeittiö, kph/wc, sauna ja lasitettu parveke
			","
485 000 €


				Hoitovastike 341,7 €/kk
			
","

485 000 €


				Hoitovastike 341,7 €/kk
			


67 m²

				7 238,8 €/m²
			


2/8

				Kerros
			

"
"Malminkatu 20 B, Kamppi, Helsinki","
				Kerrostalo, 1928
			","
				2 h, avokeittiö ja kph/wc
			","
482 000 €


				Hoitovastike 420 €/kk
			
","

482 000 €


				Hoitovastike 420 €/kk
			


55 m²

				8 763,6 €/m²
			


3/7

				Kerros
			

"
"Laulurastaankuja 5 B, Tapaninainio, Helsinki","
				Kerrostalo, 1986
			","
				3h,k,s
			","
219 000 €


","

219 000 €




73 m²



"
"Pajalahdentie 6 A, Lauttasaari, Helsinki","
				Kerrostalo, 1939
			","
				2 h, avokeittiö, kph/wc, vh ja parveke
			","
379 000 €


				Hoitovastike 260 €/kk
			
","

379 000 €


				Hoitovastike 260 €/kk
			


52 m²

				7 288,5 €/m²
			


4/5

				Kerros
			

"
"Pajalahdentie 9 B, Lauttasaari, Helsinki","
				Kerrostalo, 1940
			","
				3 h, avokeittiö, rt, halli ja 2 x kph/wc
			","
679 000 €


				Hoitovastike 453,7 €/kk
			
","

679 000 €


				Hoitovastike 453,7 €/kk
			


104,3 m²

				6 510,1 €/m²
			


3/5

				Kerros
			

"
"Hakolahdentie 27 A, Lauttasaari, Helsinki","
				Kerrostalo, 1969
			","
				Oh, avokeittiö, mh, kph/wc, vaatehuone ja parveke
			","
347 000 €


				Hoitovastike 441,4 €/kk
			
","

347 000 €


				Hoitovastike 441,4 €/kk
			


53,5 m²

				6 486 €/m²
			


1/2

				Kerros
			

"
"Relanderinaukio 1 C, Kulosaari, Helsinki","
				Kerrostalo, 1960
			","
				3h,k,kph,lasitettu parveke (3h+k+kh+parv)
			","
445 000 €


","

445 000 €




72 m²



"
"Linnankuja 3 A, Katajanokka, Helsinki","
				Kerrostalo, 2008
			","
				2h+k+kph+sauna+lasitettu parveke (yhtiöjärjestyksen mukaan 2h+kt+s)
			","
358 000 €


","

358 000 €




48 m²



"
"Helsinginkatu 9, Kallio, Helsinki","
				Kerrostalo, 1926
			","
				1-2h+k
			","
295 000 €


","

295 000 €




46 m²



"
"Kaanaankatu 1b C, Arabianranta, Helsinki","
				Kerrostalo, 2022
			","
				3h+avok+kph+las.parveke
			","
435 000 €


","

435 000 €




62,5 m²



"
"Konalantie 39 C, Konala, Helsinki","
				Kerrostalo, 2017
			","
				3h+kt+s
			","
369 000 €


","

369 000 €




81 m²



"
"Porvoonkatu 5-7, Alppiharju, Helsinki","
				Kerrostalo, 1961
			","
				3h, k, kph, vh, lasit. parveke
			","
338 000 €


","

338 000 €




69,5 m²



"
"Metsäläntie 6 B, Pasila, Helsinki","
				Kerrostalo, 2021
			","
				3h+kt
			","
52 787 €


","

52 787 €




68 m²



"
"Lauttasaarentie 54, Lauttasaari, Helsinki","
				Kerrostalo
			","
				2H, AVOK, KPH, LASIT.PARV.
			","
309 000 €


","

309 000 €




40 m²



"
"Tattarikatu 11, Alppikylä, Helsinki","
				Kerrostalo, 2010
			","
				3h+kk+s
			","
38 248 €


","

38 248 €




86,5 m²



"
"Metsäläntie 6 B, Pasila, Helsinki","
				Kerrostalo, 2021
			","
				3h+kt
			","
51 339 €


","

51 339 €




68 m²



"
"Santavuorentie 10, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1954
			","
				2h, k, kph, p
			","
199 500 €


","

199 500 €




43 m²



"
"Limonadikuja 3 A, Konala, Helsinki","
				Kerrostalo, 2014
			","
				2h + k + s + piha
			","
218 000 €


","

218 000 €




46,5 m²



"
"Mustankivenaukio 3, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+KK+S
			","
20 468 €


","

20 468 €




51,5 m²



"
"Tilanhoitajankaari 7, Viikki, Helsinki","
				Kerrostalo, 1999
			","
				2H+KK+S
			","
17 987 €


","

17 987 €




47 m²



"
"Vänrikki Stoolin katu 12b A, Etu-Töölö, Helsinki","
				Kerrostalo, 1936
			","
				3h+k+halli
			","
699 000 €


","

699 000 €




86 m²



"
"Merikannontie 5 B, Töölö, Helsinki","
				Kerrostalo, 2022
			","
				3h+kt+lasitettu parveke, vh
			","
992 000 €


","

992 000 €




77,5 m²



"
"Toukolankatu 17 D, Arabia, Helsinki","
				Kerrostalo, 2011
			","
				2h+kk+lasit.p+kt
			","
351 000 €


","

351 000 €




65,5 m²



"
"Hämeentie 8 B, Hakaniemi, Helsinki","
				Kerrostalo, 1913
			","
				3h+k+kph+s+eril.wc+vh
			","
598 000 €


","

598 000 €




92,5 m²



"
"Pohjavedenportti 2, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+KK+S
			","
17 526 €


","

17 526 €




45,5 m²



"
"Hiekkalaiturintie 2, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+K+S
			","
20 402 €


","

20 402 €




54 m²



"
"Särkiniementie 15 E, Lauttasaari, Helsinki","
				Kerrostalo, 1974
			","
				2h, k, kph, vh, las.parv. (yhtiöjärj. mukaan 2h+k)
			","
319 000 €


","

319 000 €




60,5 m²



"
"Kauriintie 4 R, Siltamäki, Helsinki","
				Kerrostalo, 1972
			","
				2h+kk+kph-wc+vh+lasitettu terassi+piha
			","
129 000 €


","

129 000 €




48,5 m²



"
"Kastellinpolku 6, Mellunkylä, Helsinki","
				Kerrostalo, 2011
			","
				3h+kk+s
			","
44 723 €


","

44 723 €




72,5 m²



"
"Jäkälätie 13 b, Tapaninkylä, Helsinki","
				Rivitalo, 1998
			","
				3h+k+s
			","
31 321 €


","

31 321 €




77 m²



"
"Arentikuja 4, Malminkartano, Helsinki","
				Kerrostalo, 1981
			","
				3h+k+kph+parveke
			","
167 000 €


","

167 000 €




64 m²



"
"Hämeentie 21, Sörnäinen, Helsinki","
				Kerrostalo, 1960
			","
				2h
			","
250 000 €


","

250 000 €




40 m²



"
"Meri-Rastilan tie 3, Meri-Rastila, Helsinki","
				Kerrostalo, 1991
			","
				3h+k+vh+kph+erill.wc+s+lasitettu parveke
			","
175 000 €


","

175 000 €




73,5 m²



"
"Unioninkatu 5 B 11, Kaartinkaupunki, Helsinki","
				Kerrostalo, 1896
			","
				3h, avok, kph, s, parveke (yj 2H+KT+mh+S)
			","
1 200 000 €


","

1 200 000 €




81 m²



"
"Kivelänkatu 1 B, Taka-Töölö, Helsinki","
				Kerrostalo, 1934
			","
				3h, k, kph (Yj:n muk. 3h + k)
			","
419 000 €


","

419 000 €




60 m²



"
"Vaasankatu 14 A, Kallio, Helsinki","
				Kerrostalo, 1935
			","
				2h + kk + kph
			","
195 000 €


","

195 000 €




40,5 m²



"
"Leikosaarentie 27 A, Aurinkolahti, Helsinki","
				Kerrostalo, 2003
			","
				3h+k+s
			","
309 000 €


","

309 000 €




66,5 m²



"
"Kurkiaiskuja 5, Kurkimäki, Helsinki","
				Kerrostalo, 1985
			","
				3h,k,kph,parveke
			","
165 000 €


","

165 000 €




74,5 m²



"
"Koskelantie 27 E, Käpylä, Helsinki","
				Kerrostalo, 1952
			","
				 2h+k+khwc+p
			","
259 000 €


","

259 000 €




47,5 m²



"
"Limonadikuja 6 A, Konala, Helsinki","
				Kerrostalo, 2013
			","
				2h+kt+kph+s+lasitettu parveke
			","
179 000 €


","

179 000 €




54 m²



"
"Rapakivenkuja 3 A, Pihlajamäki, Helsinki","
				Kerrostalo, 1964
			","
				3-4h+k+kph+las.parv.
			","
174 000 €


","

174 000 €




73,5 m²



"
"Perustie 19, Munkkiniemi, Helsinki","
				Kerrostalo, 1937
			","
				2h, k
			","
349 000 €


","

349 000 €




57 m²



"
"Heikkiläntie 5, Lauttasaari, Helsinki","
				Kerrostalo, 2010
			","
				2h, avokeittiö, kph, s, las.p ja ranskal.p
			","
438 000 €


","

438 000 €




59,5 m²



"
"Mäntypaadentie 16, Tammisalo, Helsinki","
				Rivitalo, 1960
			","
				3h + avok (yj mukaan 5h+kk)
			","
539 000 €


","

539 000 €




101 m²



"
"Caloniuksenkatu 4 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1927
			","
				2h,k,halli,vh,kh (Yj 2h+k+halli)
			","
569 000 €


","

569 000 €




78,5 m²



"
"Tavaststjernankatu 1 A, Taka-Töölö, Helsinki","
				Kerrostalo, 1937
			","
				2h, avokeittiö, kph/wc, vh
			","
292 000 €


","

292 000 €




35,2 m²



"
"Varpustie 3 A, Tapaninvainio, Helsinki","
				Rivitalo, 1988
			","
				2h+avok+s+vh,var+ak
			","
205 000 €


				Hoitovastike 168,2 €/kk
			
","

205 000 €


				Hoitovastike 168,2 €/kk
			


54,5 m²

				3 761,5 €/m²
			


1

				Kerroksia
			

"
"Castréninkatu 9-11 C, Kallio, Helsinki","
				Kerrostalo, 1973
			","
				2h, k, kph, vh, las.p.
			","
329 000 €


","

329 000 €




55,5 m²



"
"Teinintie 15 A, Oulunkylä, Helsinki","
				Kerrostalo, 1986
			","
				3h + k + s + p
			","
295 000 €


","

295 000 €




64 m²



"
"Veräjä 8 E, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				2h+kk
			","
200 210 €


","

200 210 €




34 m²



"
"Veräjä 8 E, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				3h+kk
			","
303 200 €


","

303 200 €




52,5 m²



"
"Veräjä 8 E, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				2h+kk+kph+p
			","
201 884 €


","

201 884 €




34 m²



"
"Veräjä 8 E, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				2h+kk+kph+p
			","
200 210 €


","

200 210 €




34 m²



"
"Veräjä 8 E, Oulunkylä, Helsinki","
				Kerrostalo, 2023
			","
				3h+kk+kph+p
			","
284 900 €


","

284 900 €




53 m²



"
"Ramsinniementie 14, Vuosaari, Helsinki","
				Kerrostalo, 2015
			","
				3h+kt
			","
39 909 €


","

39 909 €




66 m²



"
"Paatsamatie 12 (A-talo) A19, Haaga, Helsinki","
				Kerrostalo, 2024
			","
				3h+kt
			","
370 500 €


				Hoitovastike 669,8 €/kk
			
","

370 500 €


				Hoitovastike 669,8 €/kk
			


70,5 m²

				5 255,3 €/m²
			


4/6

				Kerros
			

"
"Särkiniementie 3b B44, Lauttasaari, Helsinki","
				Kerrostalo, 2024
			","
				3h + kt
			","
661 000 €


				Hoitovastike 300,2 €/kk
			
","

661 000 €


				Hoitovastike 300,2 €/kk
			


79 m²

				8 367,1 €/m²
			


2/7

				Kerros
			

"
"Asetelmankatu 2 B, Kuninkaantammi, Helsinki","
				Kerrostalo, 2023
			","
				3h+kt+s
			","
354 900 €


","

354 900 €




73 m²



"
"Asetelmankatu 2 A, Kuninkaantammi, Helsinki","
				Kerrostalo, 2023
			","
				3h+kt+alkovi
			","
345 500 €


","

345 500 €




72,5 m²



"
"Asetelmankatu 2 A, Kuninkaantammi, Helsinki","
				Kerrostalo, 2023
			","
				2h+kt
			","
214 900 €


","

214 900 €




40 m²



"
"Antareksenkatu 1 A, Kalasatama, Helsinki","
				Kerrostalo, 2013
			","
				2h + avok + p
			","
392 235 €


","

392 235 €




76 m²



"
"Haakoninlahdenkatu 21 A23, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2026
			","
				3h+kt+s
			","
748 500 €


				Hoitovastike 440 €/kk
			
","

748 500 €


				Hoitovastike 440 €/kk
			


88 m²

				8 505,7 €/m²
			


6/8

				Kerros
			

"
"Niitynperäntie 8 F, Lassila, Helsinki","
				Luhtitalo, 1980
			","
				3 h, k, kph, piha
			","
248 000 €


","

248 000 €




74,5 m²



"
"Kaarenjalka 3 C, Kontula, Helsinki","
				Kerrostalo, 1968
			","
				3 h, k, kph, wc, p
			","
139 000 €


","

139 000 €




76 m²



"
"Nahkahousuntie 6, Lauttasaari, Helsinki","
				Kerrostalo, 1974
			","
				2h, k, kph, lasitettu parveke
			","
265 000 €


","

265 000 €




61 m²



"
"Kontulankaari 3 B, Kontula, Helsinki","
				Kerrostalo, 1967
			","
				3h+k, (3h,k,kph/Wc, iso eteinen, lasitettu parveke).
			","
177 000 €


","

177 000 €




75 m²



"
"Laulurastaankuja 1 D, Tapaninvainio, Helsinki","
				Luhtitalo, 1982
			","
				3h+k+las.parv.
			","
179 000 €


","

179 000 €




64,5 m²



"
"Bermudankatu 5, Jätkäsaari, Helsinki","
				Kerrostalo, 2021
			","
				2h, avok, kph, lasitettu parveke
			","
350 000 €


","

350 000 €




40,5 m²



"
"Sörnäistenlaituri 5 A24, Kalasatama, Helsinki","
				Kerrostalo, 2017
			","
				2H+KT
			","
500 000 €


","

500 000 €




49 m²



"
"Laivurinrinne 2 A, Punavuori, Helsinki","
				Kerrostalo, 1894
			","
				3h, avok, kph, s, 2 x erill. WC, alk, vh, p (yj. 3 h+k+parveke)
			","
889 000 €


","

889 000 €




84,5 m²



"
"Tallbergin puistotie 14, Lauttasaari, Helsinki","
				Kerrostalo, 1973
			","
				3H, AVOK, KPH, ERILL. WC, LASIT.PARV
			","
345 000 €


","

345 000 €




68,5 m²



"
"Mechelininkatu 21 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1927
			","
				3h, k, halli, kph, s
			","
752 000 €


","

752 000 €




94 m²



"
